ID,Unit Code,Unit Name,Credit Points,EFTSL,Unit Fee
822,POLS2220, Foundations of Global Political Economy,6,0.125,"$1,813 "
823,MICR5829, Foundations of Infectious Diseases,6,0.125,$994 
824,KOREM202, Foundations of Korean Law and Society,2,0.042,$604 
825,LAWS4101, Foundations of Law and Lawyering,6,0.125,"$1,813 "
826,LAWS4227, Foundations of Law and Legal Institutions,6,0.125,"$1,813 "
827,PHAR2210, Foundations of Pharmacology,6,0.125,$994 
828,PHCY5606, Foundations of Primary Care,6,0.125,$994 
829,PUBH5749, Foundations of Public Health,6,0.125,$994 
830,LAWS5224, Foundations of Public International Law,6,0.125,"$1,813 "
831,LAWS4108, Foundations of Public Law,6,0.125,"$1,813 "
832,POLS2201, Foundations of Public Policy,6,0.125,"$1,813 "
833,SWSP5301, Foundations of Social Work Thinking and Identity,6,0.125,"$1,813 "
834,EDUC5111, Foundations of Tertiary Teaching,6,0.125,$494 
835,FREN2812, French Cinema,6,0.125,$494 
836,FREN3813, French Exceptionalism and Contemporary France,6,0.125,$494 
837,FREN1401, French Studies 1,6,0.125,$494 
838,FREN1402, French Studies 2,6,0.125,$494 
839,FREN1403, French Studies 3,6,0.125,$494 
840,FREN2403, French Studies 3,6,0.125,$494 
841,FREN2404, French Studies 4,6,0.125,$494 
842,FREN1404, French Studies 4,6,0.125,$494 
843,FREN1405, French Studies 5,6,0.125,$494 
844,FREN2405, French Studies 5,6,0.125,$494 
845,FREN3405, French Studies 5,6,0.125,$494 
846,FREN3406, French Studies 6,6,0.125,$494 
847,FREN2406, French Studies 6,6,0.125,$494 
848,FREN1406, French Studies 6,6,0.125,$494 
849,FREN2407, French Studies 7,6,0.125,$494 
850,FREN3407, French Studies 7,6,0.125,$494 
851,FREN3408, French Studies 8,6,0.125,$494 
852,FREN2408, French Studies 8,6,0.125,$494 
853,FREN3409, French Studies 9,6,0.125,$494 
854,HIST2011," From 'Glorious Revolution' to Industrial Revolution: Making Britain, 1688-1888",6,0.125,"$1,813 "
855,BIOL1130, Frontiers in Biology,6,0.125,$994 
856,PHYS4020, Frontiers in Experimental Physics,6,0.125,$994 
857,PHYS3012, Frontiers in Modern Physics,6,0.125,$994 
858,PHYS4021, Frontiers in Quantum Computation,6,0.125,$994 
859,SSEH5654, Fundamentals in Research Methods,6,0.125,$494 
860,AGRI4409, Fundamentals of Agricultural Science,6,0.125,$494 
861,BIOC4002, Fundamentals of Biochemistry and Molecular Biology I,6,0.125,$994 
862,BIOC4003, Fundamentals of Biochemistry and Molecular Biology II,6,0.125,$994 
863,BUSN5002, Fundamentals of Business Analytics,6,0.125,$994 
864,SSEH5655," Fundamentals of Data Analysis in Sport Science, Exercise and Health",6,0.125,$494 
865,ENVT4421, Fundamentals of Environmental Management,6,0.125,$994 
866,ENSC3011, Fundamentals of Mining Engineering,6,0.125,$994 
867,PATH2210, Fundamentals of Pathology and Laboratory Medicine,6,0.125,$994 
868,GEOG4003, Fundamentals of Planning,6,0.125,"$1,813 "
869,STAT2062, Fundamentals of Probability with Applications,6,0.125,$494 
870,PHCY5609, Fundamentals of Research in Pharmacy,6,0.125,$994 
871,GEOS4498, Fundamentals of Sedimentology,6,0.125,$994 
872,FINA5526, Funds Management,6,0.125,"$1,813 "
873,ARCT5589, Furniture Design,6,0.125,$994 
874,ECON3301, Game Theory and Strategic Thinking,6,0.125,$494 
875,CHPR5521, Gas Processing 1 - Flow Assurance and Gathering,6,0.125,$994 
876,CHPR5522, Gas Processing 2 - Treating and LNG Production,6,0.125,$994 
877,LAWS3330, Gender and the Law,6,0.125,"$1,813 "
878,EDUC5410, General Capabilities Across the Curriculum,6,0.125,$494 
879,TRNS5006, General Interpreting,6,0.125,$494 
880,PODI4203, General Medicine and Pathology,6,0.125,$994 
881,GENE3370, Genomics,6,0.125,$994 
882,EART3342, Geochemistry and Petrology,6,0.125,$994 
883,GEOG2201, Geographic Information Systems,6,0.125,"$1,813 "
884,ENVT4411, Geographic Information Systems Applications,6,0.125,$994 
885,GEOG2205, Geographies of Economic Development,6,0.125,"$1,813 "
886,PLNG5410," Geography, Planning, Environment and Development Practicum",6,0.125,$994 
887,EART3353, Geological Mapping,6,0.125,$994 
888,ENSC3009, Geomechanics,6,0.125,$994 
889,MATH3033, Geometry,6,0.125,$494 
890,GEOS5513, Geophysical Exploration for Mineral Systems,6,0.125,$994 
891,GEOSM502, Geophysical Exploration: Gravity and Magnetics,3,0.063,$497 
892,GEOSM504," Geophysical Exploration: Gravity, Radiometric, Electrical and Electromagnetic Methods",3,0.063,$497 
893,GEOS5596, Geoscience Internship,6,0.125,$994 
894,OCENM526, Geotechnical engineering of offshore pipelines,2,0.042,$331 
895,MINE4406, Geotechnology of Mine Waste,6,0.125,$994 
896,GRMN1401, German Beginners 1,6,0.125,$494 
897,GRMN1402, German Beginners 2,6,0.125,$494 
898,GRMN2812, German Studies 12,6,0.125,$494 
899,GRMN3813, German Studies 13,6,0.125,$494 
900,GRMN1403, German Studies 3,6,0.125,$494 
901,GRMN2403, German Studies 3,6,0.125,$494 
902,GRMN2002, German Studies 3B,6,0.125,$494 
903,GRMN2404, German Studies 4,6,0.125,$494 
904,GRMN1404, German Studies 4,6,0.125,$494 
905,GRMN1405, German Studies 5,6,0.125,$494 
906,GRMN2405, German Studies 5,6,0.125,$494 
907,GRMN3405, German Studies 5,6,0.125,$494 
908,GRMN3406, German Studies 6,6,0.125,$494 
909,GRMN2406, German Studies 6,6,0.125,$494 
910,GRMN1406, German Studies 6,6,0.125,$494 
911,GRMN2407, German Studies 7,6,0.125,$494 
912,GRMN3407, German Studies 7,6,0.125,$494 
913,GRMN3408, German Studies 8,6,0.125,$494 
914,GRMN2408, German Studies 8,6,0.125,$494 
915,ENVTM505, GIS and Remote Sensing in a Changing World,6,0.125,$994 
916,ENVT5562, GIS and Spatial Analysis: Coastal Resilience,6,0.125,$994 
917,ENVT5564, GIS and Spatial Analysis: Contaminated Sites,6,0.125,$994 
918,ENVT5561, GIS and Spatial Analysis: Multifunctional Landscapes,6,0.125,$994 
919,ENVT5565, GIS and Spatial Analysis: Sensor Networks,6,0.125,$994 
920,ENVT5563, GIS and Spatial Analysis: Waterway Restoration,6,0.125,$994 
921,ENVT4408, GIS Programming,6,0.125,$994 
922,HART2370, Global Art Histories,6,0.125,$994 
923,SCIE5515, Global Challenges in Biomedical Science,6,0.125,$994 
924,GCRL1000," Global Challenges, Research and Leadership",6,0.125,$994 
925,SCIE5505, Global Change and the Marine Environment,6,0.125,$994 
926,ANTH1002," Global Change, Local Responses",6,0.125,"$1,813 "
927,ENVT2221, Global Climate Change and Biodiversity,6,0.125,$994 
928,SOCS5672, Global Development Debates,6,0.125,"$1,813 "
929,ENVT5509, Global Ecological Challenges,6,0.125,$994 
930,ECON5504, Global Energy and Mineral Markets,6,0.125,"$1,813 "
931,POLS3342, Global Environmental Politics,6,0.125,"$1,813 "
932,GEOG3309, Global Inequalities and Population Change: Transformation and Crisis,6,0.125,"$1,813 "
933,ENGL1000, Global Literatures,6,0.125,$494 
934,MKTG5462, Global Marketing Strategy,6,0.125,"$1,813 "
935,POLS5651, Global Political Economy,6,0.125,"$1,813 "
936,EMPL3301, Globalisation and Work,6,0.125,"$1,813 "
937,EDUC5658, Globalising Education Policy,6,0.125,$494 
938,CLAN1002, Glory and Grandeur,6,0.125,"$1,813 "
939,PHIL1003," God, Mind and Knowledge",6,0.125,"$1,813 "
940,SCIE4481," Good, Bogus and Corrupted Science",6,0.125,$994 
941,LAWS5238, Goods and Services Taxation,6,0.125,"$1,813 "
942,POLS5681, Governance in the International System,6,0.125,"$1,813 "
943,SVLG5007, Graduate Student Leader Internship,6,0.125,"$1,813 "
944,ARCT5555, Graduating Portfolio,6,0.125,$994 
945,CITS3003, Graphics and Animation,6,0.125,$994 
946,HART1000, Great Moments in Art,6,0.125,$994 
947,CLAN2201, Greek 1,6,0.125,$494 
948,CLAN2202, Greek 2,6,0.125,$494 
949,CLAN3203, Greek 3,6,0.125,$494 
950,CLAN3204, Greek 4,6,0.125,$494 
951,ELEC5509, Grid Integration of Renewable Energy,6,0.125,$994 
952,GEOS5501, Groundwater Flow Modelling,6,0.125,$994 
953,GEOS5511, Groundwater Hydrochemistry,6,0.125,$994 
954,SWSP5608, Group Work,6,0.125,"$1,813 "
955,PATH5165, Haematology Practicum,6,0.125,$994 
956,FNSC7712, HDR Literature Review,12,0.25,"$1,988 "
957,HLTH5512, HDR Prelim Dissertation in Health Science Part 1,12,0.25,"$1,988 "
958,HLTH5524, HDR Prelim Dissertation in Health Science Part 2,12,0.25,"$1,988 "
959,HLTH5536, HDR Prelim Dissertation in Health Science Part 3,12,0.25,"$1,988 "
960,HLTH5548, HDR Prelim Dissertation in Health Science Part 4,12,0.25,"$1,988 "
961,MIXD5001, HDR Prelim Dissertation Part 1,6,0.125,"$1,813 "
962,MIXD5002, HDR Prelim Dissertation Part 2,6,0.125,"$1,813 "
963,MIXD5003, HDR Prelim Dissertation Part 3,6,0.125,"$1,813 "
964,MIXD5004, HDR Prelim Dissertation Part 4,6,0.125,"$1,813 "
965,PUBH1102, Health and Globalisation,6,0.125,$994 
966,SWSP5613, Health and Human Development,6,0.125,"$1,813 "
967,PUBH1101, Health and Illness in Human Populations,6,0.125,$994 
968,IMED1004, Health and Society,6,0.125,$994 
969,ECON3205, Health Economics,6,0.125,"$1,813 "
970,SSEH5491, Health Education,6,0.125,$994 
971,IMED5813, Health Humanities: Education and Research,6,0.125,$994 
972,PUBH5783, Health in an Era of Environmental Change,6,0.125,$994 
973,HSMD3316, Health Industry Practicum,24,0.5,"$3,975 "
974,LAWS5181, Health Law and Policy,6,0.125,"$1,813 "
975,LAWS6181, Health Law and Policy,6,0.125,"$1,813 "
976,PUBH3301, Health Leadership,6,0.125,"$1,813 "
977,PUBH5763, Health Leadership and Management,6,0.125,$994 
978,PUBH5705, Health Program Evaluation,6,0.125,$994 
979,PUBH3302, Health Promotion,6,0.125,$994 
980,PUBH5754, Health Promotion I,6,0.125,$994 
981,PUBH3305, Health Research Design and Methods,6,0.125,$994 
982,SSEH5003, Health Science Industry Practicum I,6,0.125,$994 
983,SSEH5004, Health Science Industry Practicum II,6,0.125,$994 
984,PUBH5752, Health Systems and Economics,6,0.125,$994 
985,PUBH3307, Health Systems and Policy,6,0.125,"$1,813 "
986,MGMT5530," Healthcare Systems, Policy and Governance",6,0.125,"$1,813 "
987,PHYL5515, Hearing Devices and Adult Aural Rehabilitation,6,0.125,$994 
988,ENSC3007, Heat and Mass Transfer,6,0.125,$994 
989,CITS5507, High Performance Computing,6,0.125,$994 
990,CITS3402, High Performance Computing,6,0.125,$994 
991,MEDC4911, Higher Degree Prelim (Medicine),24,0.5,"$5,650 "
992,PAED4911, Higher Degree Prelim (Paediatrics) Full-time,24,0.5,"$5,650 "
993,PATH4911, Higher Degree Prelim (Pathology),24,0.5,"$3,975 "
994,SURG4911, Higher Degree Prelim (Surgery),24,0.5,"$5,650 "
995,SURG4912, Higher Degree Prelim (Surgery),18,0.375,"$4,238 "
996,ELEC7911, Higher Degree Preliminary (E&E) FT,24,0.5,"$3,975 "
997,ELEC7912, Higher Degree Preliminary (E&E) PT,12,0.25,"$1,988 "
998,ENVE7911, Higher Degree Preliminary (Environmental) FT,24,0.5,"$3,975 "
999,ENVE7912, Higher Degree Preliminary (Environmental) PT,12,0.25,"$1,988 "
1000,LING3003, Historical Linguistics: Language History and Language Change,6,0.125,$494 
1001,HIST4101, Historiography,6,0.125,"$1,813 "
1002,PSYCM501, History and Basic Characteristics of FASD,3,0.063,$706 
1003,ARCT3010, History and Theories of the Built Environment,6,0.125,$994 
1004,LACH1010, History and Theory of Landscape Architecture,6,0.125,$994 
1005,HIST3001, History in 4D,6,0.125,"$1,813 "
1006,ECON3310, History of Economic Ideas,6,0.125,"$1,813 "
1007,ECON4507, History of Economic Thought,6,0.125,"$1,813 "
1008,PPHE2211, History of Political Ideas,6,0.125,"$1,813 "
1009,HIST2005," Hitler, the Holocaust and the Historians",6,0.125,"$1,813 "
1010,SOCS4140, Honours Dissertation 1,12,0.25,"$3,625 "
1011,SOCS4141, Honours Dissertation 2,12,0.25,"$3,625 "
1012,SSEH4711, Honours Dissertation Part 1,6,0.125,"$1,813 "
1013,APHB5514, Honours Dissertation Part 1,6,0.125,$994 
1014,APHB5515, Honours Dissertation Part 2,6,0.125,$994 
1015,SSEH4712, Honours Dissertation Part 2,6,0.125,"$1,813 "
1016,SSEH4713, Honours Dissertation Part 3,6,0.125,"$1,813 "
1017,APHB5516, Honours Dissertation Part 3,6,0.125,$994 
1018,APHB5517, Honours Dissertation Part 4,6,0.125,$994 
1019,SSEH4714, Honours Dissertation Part 4,6,0.125,"$1,813 "
1020,BIOL4441, Honours in Biological Sciences Research Development,6,0.125,$994 
1021,BIOL5442, Honours in Biological Sciences Research Dissertation Part 1,6,0.125,$994 
1022,BIOL5443, Honours in Biological Sciences Research Dissertation Part 2,6,0.125,$994 
1023,BIOL5444, Honours in Biological Sciences Research Dissertation Part 3,6,0.125,$994 
1024,BIOL5445, Honours in Biological Sciences Research Dissertation Part 4,6,0.125,$994 
1025,BIOL4446, Honours in Biological Sciences Research Presentation Skills,6,0.125,$994 
1026,PUBH4402, Honours Research Process,6,0.125,$994 
1027,GEOS4011, Honours Research Project in Geology Part 1,6,0.125,$994 
1028,GEOS4012, Honours Research Project in Geology Part 2,6,0.125,$994 
1029,GEOS4013, Honours Research Project in Geology Part 3,6,0.125,$994 
1030,GEOS4014, Honours Research Project in Geology Part 4,6,0.125,$994 
1031,SOCS4100, Honours Research Skills,6,0.125,"$1,813 "
1032,LING2008, How Language Shapes Society,6,0.125,$494 
1033,PSYC5830, Human and Organisational Factors in Managing Work Health and Safety,6,0.125,"$1,813 "
1034,ANHB1101, Human Biology I: Becoming Human,6,0.125,$994 
1035,ANHB1102, Human Biology II: Being Human,6,0.125,$994 
1036,ANHB3310, Human Biology: Applications & Investigations I,6,0.125,$994 
1037,ANHB3320, Human Biology: Applications & Investigations II,6,0.125,$994 
1038,IMED2004, Human Development and Genetics,6,0.125,$994 
1039,APHB5502, Human Ecology,6,0.125,$994 
1040,ANHB3315, Human Evolutionary Ecology,6,0.125,$994 
1041,SCIE5002, Human Genetics and Evolutionary Medicine,6,0.125,$994 
1042,PSYC5539, Human Neuroanatomy and Neuropsychology,6,0.125,"$1,813 "
1043,ANHB2217, Human Neurobiology,6,0.125,$994 
1044,ANHB2214, Human Organs and Systems,6,0.125,$994 
1045,PHAR2220, Human Pharmacology,6,0.125,$994 
1046,ANHB3316, Human Reproduction,6,0.125,$994 
1047,ANHB2216, Human Reproductive Biology,6,0.125,$994 
1048,EDUC5610, Human Resource Development in Education,6,0.125,"$1,813 "
1049,HRMT2237, Human Resource Management,6,0.125,"$1,813 "
1050,ANHB2212, Human Structure and Development,6,0.125,$994 
1051,ANHB3324, Human Structure and Function,6,0.125,$994 
1052,EDUC5466, Humanities and Social Sciences Curriculum I,6,0.125,$494 
1053,EDUC5476, Humanities and Social Sciences Curriculum II,6,0.125,$494 
1054,HUMA4140, Humanities Dissertation 1,12,0.25,"$3,625 "
1055,HUMA4141, Humanities Dissertation 2,12,0.25,"$3,625 "
1056,BMED2001, Humanities in Health and Medicine,6,0.125,$994 
1057,ENSC3010, Hydraulics,6,0.125,$994 
1058,GEOS4401, Hydrogeological Systems,6,0.125,$994 
1059,GEOS5023, Hydrogeology Field Excursion,6,0.125,$994 
1060,GEOS5502, Hydrogeology Industry Placement,6,0.125,$994 
1061,ENVE4402, Hydrology,6,0.125,$994 
1062,ENVT2251, Hydrology and Water Resource Management,6,0.125,$994 
1063,MICR3305, Immunobiology and Immune Diseases,6,0.125,$994 
1064,HIST2006, Imperial America - 1845 to Present,6,0.125,"$1,813 "
1065,EDUC5678, Improving Learning and Teaching in the Curriculum,6,0.125,$494 
1066,EDUC5468, Inclusive Teaching of At-Risk Students,6,0.125,$494 
1067,LAWS5132, Income Taxation Law,6,0.125,"$1,813 "
1068,ARCT5502, Independent Design Research,12,0.25,"$1,988 "
1069,ARCT5010, Independent Research Part 1,6,0.125,$994 
1070,ARCT5011, Independent Research Part 2,12,0.25,"$1,988 "
1071,ANTH3601, Indigenous Australia,6,0.125,"$1,813 "
1072,INDG2300," Indigenous Knowledge: Mind, Body and Spirit",6,0.125,"$1,813 "
1073,INDG3400, Indigenous People and Global Issues,6,0.125,"$1,813 "
1074,SWSP5611, Indigenous Policy and Practice,6,0.125,"$1,813 "
1075,INDG3300, Indigenous Research,6,0.125,"$1,813 "
1076,INDO1401, Indonesian 1,6,0.125,$494 
1077,INDO1402, Indonesian 2,6,0.125,$494 
1078,INDO1403, Indonesian 3,6,0.125,$494 
1079,INDO2403, Indonesian 3,6,0.125,$494 
1080,INDO1001, Indonesian 3A,6,0.125,$494 
1081,INDO2001, Indonesian 3A,6,0.125,$494 
1082,INDO2404, Indonesian 4,6,0.125,$494 
1083,INDO1404, Indonesian 4,6,0.125,$494 
1084,INDO1405, Indonesian 5,6,0.125,$494 
1085,INDO2405, Indonesian 5,6,0.125,$494 
1086,INDO3405, Indonesian 5,6,0.125,$494 
1087,INDO3406, Indonesian 6,6,0.125,$494 
1088,INDO2406, Indonesian 6,6,0.125,$494 
1089,INDO1406, Indonesian 6,6,0.125,$494 
1090,INDO2407, Indonesian 7,6,0.125,$494 
1091,INDO3407, Indonesian 7,6,0.125,$494 
1092,INDO3408, Indonesian 8,6,0.125,$494 
1093,INDO2408, Indonesian 8,6,0.125,$494 
1094,ASIA3001, Indonesian Politics and Culture,6,0.125,"$1,813 "
1095,SSEH5693, Industry Practicum 3,6,0.125,"$1,813 "
1096,SSEH5691, Industry Practicum I,6,0.125,"$1,813 "
1097,SSEH5692, Industry Practicum II,6,0.125,"$1,813 "
1098,INMT5507, Information Management and Logistics Capstone Projects,6,0.125,"$1,813 "
1099,IMED5805, Innovation and Contemporary Issues in Health Professions Education,6,0.125,$494 
1100,LAWS5358, Innovations in Legal Practice Management,6,0.125,"$1,813 "
1101,NEURM501, Insight into Neurological Disorders,2,0.042,$331 
1102,PODI4211, Integrated Clinical Practice,6,0.125,$994 
1103,PODI4111, Integrated Clinical Sciences 1,24,0.5,"$3,975 "
1104,PODI4112, Integrated Clinical Sciences 2,24,0.5,"$3,975 "
1105,MKTG5501, Integrated Marketing Communications,6,0.125,"$1,813 "
1106,IMED4220, Integrated Medical Practice 1 Part A,24,0.5,"$5,650 "
1107,IMED4222, Integrated Medical Practice 1 Part B,24,0.5,"$5,650 "
1108,IMED5311, Integrated Medical Practice 2 Part A,18,0.375,"$4,238 "
1109,IMED5312, Integrated Medical Practice 2 Part B,18,0.375,"$4,238 "
1110,IMED5411, Integrated Medical Practice 3 Part 1,18,0.375,"$4,238 "
1111,IMED5412, Integrated Medical Practice 3 Part 2,12,0.25,"$2,825 "
1112,IMED3111, Integrated Medical Systems 1,24,0.5,"$5,650 "
1113,IMED3112, Integrated Medical Systems 2,24,0.5,"$5,650 "
1114,AGRI5507, Integrated Pest Management - Ecological,6,0.125,$994 
1115,AGRI5506, Integrated Pest Management - Principles,6,0.125,$994 
1116,PHCY5602," Integrated Pharmacology, Therapeutics and Pharmacy Practice 1",6,0.125,$994 
1117,PHCY5612," Integrated Pharmacology, Therapeutics and Pharmacy Practice 2",6,0.125,$994 
1118,PHCY5630," Integrated Pharmacology, Therapeutics and Pharmacy Practice 3",6,0.125,$994 
1119,PODI4212, Integrated Podiatric Medicine 1,6,0.125,$994 
1120,PODI4213, Integrated Podiatric Medicine 2,6,0.125,$994 
1121,PODI5309, Integrated Podiatric Medicine 3,6,0.125,$994 
1122,PODI5310, Integrated Podiatric Medicine 4,6,0.125,$994 
1123,RMED5311, Integrated Rural Medical Practice 1,18,0.375,"$4,238 "
1124,RMED5321, Integrated Rural Medical Practice 2,18,0.375,"$4,238 "
1125,EDUC5508, Integrated Studies: Science,6,0.125,$494 
1126,EDUC5501, Integrated Studies: The Humanities and Social Sciences,6,0.125,$494 
1127,GENE4002, Integrated Topics in Genetics I,6,0.125,$994 
1128,GENE4003, Integrated Topics in Genetics II,6,0.125,$994 
1129,EDUC5608, Integrating Pedagogy and Technology,6,0.125,$494 
1130,PPHE3001," Integrating Philosophy, Politics and Economics: Rational Choice",6,0.125,"$1,813 "
1131,LAWS5150, Intellectual Property Law,6,0.125,"$1,813 "
1132,ARCT5301, Intensive Architecture Studio,12,0.25,"$1,988 "
1133,TRNS5002, Interdisciplinary Translation Studies,6,0.125,$494 
1134,ACCT5511, Intermediate Corporate Financial Accounting,6,0.125,"$1,813 "
1135,ECON2272, Intermediate Mathematics for Economists,6,0.125,$494 
1136,PSYC3301, Intermediate Quantitative Methods in Psychology,6,0.125,$494 
1137,PODI6531, Internal Clinical Podiatry Practicum I,12,0.25,"$2,825 "
1138,PODI6532, Internal Clinical Podiatry Practicum II,12,0.25,"$2,825 "
1139,PODI6533, Internal Clinical Podiatry Practicum III,12,0.25,"$2,825 "
1140,PODI6534, Internal Clinical Podiatry Practicum IV,12,0.25,"$2,825 "
1141,AGRI5549, International Agriculture: Research and Development,6,0.125,$494 
1142,EDUC5616, International and Comparative Education,6,0.125,$494 
1143,LAWS5576, International Commercial Arbitration,6,0.125,"$1,813 "
1144,LAWS6576, International Commercial Arbitration,6,0.125,"$1,813 "
1145,LAWS3328, International Commercial Law,6,0.125,"$1,813 "
1146,LAWS5219, International Criminal Law,6,0.125,"$1,813 "
1147,EMPL3241, International Employment Relations,6,0.125,"$1,813 "
1148,LAWS5114, International Environmental Law,6,0.125,"$1,813 "
1149,ECON3236, International Finance,6,0.125,"$1,813 "
1150,ECON5502, International Finance and Markets,6,0.125,"$1,813 "
1151,FINA5631, International Financial Analysis,6,0.125,"$1,813 "
1152,LAWS5226, International Human Rights Law,6,0.125,"$1,813 "
1153,LAWS5220, International Humanitarian Law,6,0.125,"$1,813 "
1154,LAWS3379, International Investment Law,6,0.125,"$1,813 "
1155,LAWS2226, International Legal Institutions,6,0.125,"$1,813 "
1156,MGMT2341, International Management,6,0.125,"$1,813 "
1157,POLS5686," International Norms, Ethics and Human Rights",6,0.125,"$1,813 "
1158,POLS5105, International Relations in the Indian Ocean Region,6,0.125,"$1,813 "
1159,POLS5631, International Relations of the Asia-Pacific,6,0.125,"$1,813 "
1160,POLS5661, International Relations: Theory and Practice,6,0.125,"$1,813 "
1161,LAWS5251, International Sales Law,6,0.125,"$1,813 "
1162,POLS5641, International Security,6,0.125,"$1,813 "
1163,ECON3235, International Trade,6,0.125,"$1,813 "
1164,LAWS5260," Intersections of Law, Policy and Government",6,0.125,"$1,813 "
1165,EDUC5509, Interventions for Learning,6,0.125,$494 
1166,EDUC5515, Interventions for Learning in Years 7-12,6,0.125,$494 
1167,MATH2021, Introduction to Applied Mathematics,6,0.125,$494 
1168,ARCT5583, Introduction to Architectural Conservation,6,0.125,$994 
1169,ARCT5576, Introduction to Architectural Conservation (GC),6,0.125,$994 
1170,GEOS4403, Introduction to Basin Analysis,6,0.125,$994 
1171,STAT3405, Introduction to Bayesian Computing and Statistics,6,0.125,$494 
1172,IMEDM401, Introduction to Classical and Rasch Measurement Theories,6,0.125,$494 
1173,OCENM521, Introduction to Coastal Engineering,2,0.042,$331 
1174,PHIL1002, Introduction to Critical Thinking,6,0.125,"$1,813 "
1175,CITS1003, Introduction to Cybersecurity,6,0.125,$994 
1176,CITS2402, Introduction to Data Science,6,0.125,$994 
1177,CIVL5505, Introduction to Design of Offshore Systems,6,0.125,$994 
1178,EMPL1101, Introduction to Employment Relations,6,0.125,"$1,813 "
1179,MKTG1342, Introduction to Enterprise and Innovation,6,0.125,"$1,813 "
1180,PSYC5524, Introduction to Fetal Alcohol Spectrum Disorder (FASD),6,0.125,"$1,813 "
1181,FINA1221, Introduction to Finance,6,0.125,"$1,813 "
1182,MGMT5511, Introduction to Global Business,6,0.125,"$1,813 "
1183,PATH2220, Introduction to Human Disease,6,0.125,$994 
1184,HRMT5504, Introduction to Human Resource Management,6,0.125,"$1,813 "
1185,MICR2209, Introduction to Infectious Diseases and Immunology,6,0.125,$994 
1186,LAWS1104, Introduction to Law,6,0.125,"$1,813 "
1187,MKTG1203, Introduction to Marketing,6,0.125,"$1,813 "
1188,HART2274, Introduction to Museum and Curatorial Studies,6,0.125,$994 
1189,MUSC4103, Introduction to Music Research,6,0.125,$994 
1190,PHCY5601, Introduction to Pharmacy Practice,6,0.125,$994 
1191,ENSC1003, Introduction to Professional Engineering,6,0.125,$994 
1192,MATH2031, Introduction to Pure Mathematics,6,0.125,$494 
1193,PSYC2203, Introduction to Quantitative Methods in Psychology,6,0.125,"$1,813 "
1194,IMED5803, Introduction to Research in Health Professions Education,6,0.125,$994 
1195,TRNS5001, Introduction to Translation Studies,6,0.125,$494 
1196,URBD1000, Introduction to Urban Design,6,0.125,$994 
1197,PUBH5785, Introductory Analysis of Linked Health Data,6,0.125,$994 
1198,CHEM1003, Introductory Chemistry,6,0.125,$994 
1199,ECON2271, Introductory Econometrics,6,0.125,"$1,813 "
1200,ACCT5432, Introductory Financial Accounting,6,0.125,"$1,813 "
1201,MICR2208, Introductory Microbiology,6,0.125,$994 
1202,BIOL4405, Invertebrate Zoology,6,0.125,$994 
1203,FINA3324, Investment Analysis,6,0.125,"$1,813 "
1204,FINA5632, Investments,6,0.125,"$1,813 "
1205,COMM5605, Issues in Contemporary Global Journalism,6,0.125,"$1,813 "
1206,ASIA3002, Issues in Japanese Society and Culture,6,0.125,"$1,813 "
1207,IMED1108, Issues in Women's Health Across the Lifespan,6,0.125,$994 
1208,IMED3301, Issues in Women's Health Research,6,0.125,$994 
1209,IMED2208, Issues in Women's Reproductive Health,6,0.125,$994 
1210,ITAL2811, Italian Culture in Word and Image: from the Middle Ages to the Risorgimento,6,0.125,$494 
1211,ITAL1401, Italian Studies 1,6,0.125,$494 
1212,ITAL3410, Italian Studies 10,6,0.125,$494 
1213,ITAL1402, Italian Studies 2,6,0.125,$494 
1214,ITAL1403, Italian Studies 3,6,0.125,$494 
1215,ITAL2403, Italian Studies 3,6,0.125,$494 
1216,ITAL2404, Italian Studies 4,6,0.125,$494 
1217,ITAL1404, Italian Studies 4,6,0.125,$494 
1218,ITAL1405, Italian Studies 5,6,0.125,$494 
1219,ITAL2405, Italian Studies 5,6,0.125,$494 
1220,ITAL3405, Italian Studies 5,6,0.125,$494 
1221,ITAL3406, Italian Studies 6,6,0.125,$494 
1222,ITAL2406, Italian Studies 6,6,0.125,$494 
1223,ITAL1406, Italian Studies 6,6,0.125,$494 
1224,ITAL2407, Italian Studies 7,6,0.125,$494 
1225,ITAL3407, Italian Studies 7,6,0.125,$494 
1226,ITAL3408, Italian Studies 8,6,0.125,$494 
1227,ITAL2408, Italian Studies 8,6,0.125,$494 
1228,ITAL3409, Italian Studies 9,6,0.125,$494 
1229,ENGL2200, Jane Austen and her Legacy,6,0.125,$494 
1230,JAPN1401, Japanese 1,6,0.125,$494 
1231,JAPN1402, Japanese 2,6,0.125,$494 
1232,JAPN1403, Japanese 3,6,0.125,$494 
1233,JAPN2403, Japanese 3,6,0.125,$494 
1234,JAPN1001, Japanese 3A,6,0.125,$494 
1235,JAPN2001, Japanese 3A,6,0.125,$494 
1236,JAPN2404, Japanese 4,6,0.125,$494 
1237,JAPN1404, Japanese 4,6,0.125,$494 
1238,JAPN1405, Japanese 5,6,0.125,$494 
1239,JAPN2405, Japanese 5,6,0.125,$494 
1240,JAPN3405, Japanese 5,6,0.125,$494 
1241,JAPN3406, Japanese 6,6,0.125,$494 
1242,JAPN2406, Japanese 6,6,0.125,$494 
1243,JAPN1406, Japanese 6,6,0.125,$494 
1244,JAPN2407, Japanese 7,6,0.125,$494 
